,userID,itemID,rating,SIDO
68,e000823,신항 먹거리타운,5.0,인천
69,e000847,갑곶 돈대,5.0,인천
70,e000847,대한 성공회 강화성당,5.0,인천
71,e000847,강화성당,5.0,인천
72,e000847,고려궁지,5.0,인천
73,e000847,강화 광성보,5.0,인천
74,e000847,조양 방직,5.0,인천
75,e000866,수원 화성,4.0,경기
76,e000866,화홍문 문화거리,3.3333333333333335,
77,e000866,코지 프로젝트,4.333333333333333,경기
78,e000866,rmAnn,3.3333333333333335,
79,e000866,행궁에뜨왈,3.0,경기
80,e000866,화성행궁,4.0,경기
81,e000866,수원 공방거리,3.3333333333333335,경기
82,e000866,효원공원 월화원,4.0,경기
83,e000866,나혜석거리,3.0,경기
84,e000899,덕정 시장,2.0,경기
85,e000899,임진강 주상절리,2.6666666666666665,경기
86,e000903,고양이 역 카페,5.0,인천
87,e000903,목섬(항도),5.0,인천
88,e000903,목섬(항도),1.6666666666666667,인천
89,e000903,장미네,3.0,인천
90,e000903,영흥 주안 닭강정,4.333333333333333,인천
91,e000903,십리포해수욕장,5.0,인천
92,e000903,낙조 전망대,5.0,경기
93,e000905,더 빈 컨벤션 웨딩홀,3.0,충북
94,e000905,롯데백화점 동탄점,5.0,경기
95,e000905,롯데 프리미엄 아울렛 타임 빌라스,4.666666666666667,경기
96,e000905,타임 테라스 A 블록,5.0,경기
97,e000905,롯데백화점 동탄점,5.0,경기
98,e000905,트레이더스 홀세일 클럽 동탄점,5.0,경기
99,e001007,트레이더스 홀세일 클럽 스타필드 시티 부천점,4.0,경기
100,e001007,월미도,4.333333333333333,인천
101,e001007,선녀바위,5.0,인천
102,e001078,인천광역시 교육청 교육과 학정 보원 인천학생과학관,5.0,인천
103,e001078,인천국제공항 하늘정원,3.3333333333333335,인천
104,e001078,롯데마트 송도점,3.3333333333333335,인천
105,e001078,송도센트럴파크,5.0,인천
106,e001085,롯데월드타워 롯데월드몰,4.333333333333333,서울
107,e001085,롯데월드타워 롯데월드몰,4.0,서울
108,e001112,은하수 광장,4.0,인천
109,e001112,구읍뱃터,4.0,인천
110,e001122,나인 트리 프리미어 호텔 서울 판교,5.0,경기
111,e001122,호암미술관,5.0,경기
112,e001133,발리다,5.0,경기
113,e001133,대부바다 향기테마파크,5.0,경기
114,e001139,현대 프리미엄 아울렛 김포점,5.0,경기
115,e001139,아라 김포여객터미널 아라마린센터,5.0,경기
116,e001156,서울로 717,5.0,서울
117,e001156,천주교 서울 대교구 주교좌 명동 대성당,3.3333333333333335,서울
118,e001156,명동거리,3.6666666666666665,서울
119,e001156,동국대학교 서울캠퍼스,5.0,서울
120,e001156,CGV 명동,5.0,서울
121,e001161,차이나타운 동화마을 연경,2.0,
122,e001161,월미도,2.0,인천
123,e001161,현대 프리미엄 아울렛 송도점,5.0,인천
124,e001203,경기도 광주시 오포읍 리치 식자재마트,3.3333333333333335,
125,e001203,한 통이 광주점,3.3333333333333335,경기
126,e001203,한국등잔 박물관,3.3333333333333335,경기
127,e001209,대부도,3.0,경기
128,e001235,헤이리 예술마을,2.3333333333333335,경기
129,e001235,파주출판도시,4.0,경기
130,e001235,파주출판 단지 근린공원,5.0,경기
131,e001235,두 손 비채 빌딩,1.0,경기
132,e001235,다이소 파주 교하점,3.3333333333333335,경기
133,e001235,율곡 습지공원,1.3333333333333333,경기
134,e001241,가평역 레저,4.666666666666667,경기
135,e001249,준오헤어 이수역점,4.0,서울
136,e001253,서울국제도서전,4.0,서울
137,e001253,남산공원 N서울타워,4.0,서울
138,e001253,명동거리,3.3333333333333335,서울
139,e001253,동대문종합시장,4.666666666666667,서울
140,e001253,동대문디자인플라자,3.0,서울
141,e001253,밀리오레,4.0,서울
142,e001253,강남 터미널 1구역 지하상가,3.6666666666666665,서울
143,e001268,서울대공원,4.0,경기
144,e001268,역전 할머니 맥주 안양 일 번가 점,4.0,경기
145,e001268,안양중앙시장,4.0,경기
146,e001273,진관사,5.0,서울
147,e001273,파리에스테이션,3.0,서울
148,e001283,서울숲,4.0,서울
149,e001283,더 현대 서울,4.0,서울
150,e001283,더콘란샵,4.0,서울
151,e001288,조계사,5.0,서울
152,e001288,국립고궁박물관,5.0,서울
153,e001288,경복궁,5.0,서울
154,e001288,광화문광장,5.0,서울
155,e001288,롯데백화점 잠실점,5.0,서울
156,e001288,롯데월드타워 롯데월드몰,5.0,서울
157,e001297,대법사,5.0,경기
158,e001297,반려동물테마파크,5.0,경기
159,e001297,여주 375아울렛 명품관,3.3333333333333335,경기
160,e001310,석촌 홀(서호) 교차로,4.0,서울
161,e001315,BMW 드라이빙 센터,3.6666666666666665,인천
162,e001315,인천공항 전망대,3.0,인천
163,e001315,을왕리 해수욕장,4.0,인천
164,e001343,물향기 수목원,5.0,경기
165,e001343,화성 융릉과 건릉,5.0,경기
166,e001359,스페인 마을 레스토랑,3.0,인천
167,e001359,드리우니,5.0,인천
168,e001359,강화농협 하나로마트,5.0,인천
169,e001359,스타필드 고양,3.6666666666666665,경기
170,e001367,롯데몰 김포공항점,5.0,서울
171,e001367,강서 둘레길 1코스(개화산 숲길),4.0,서울
172,e001367,서울어린이대공원 동물원,5.0,서울
173,e001368,선유도공원,5.0,서울
174,e001371,공간 와디즈,4.0,서울
175,e001371,청계천,4.0,서울
176,e001371,덕수궁,4.0,서울
177,e001371,현대백화점 판교점,4.0,경기
178,e001375,을왕리 해수욕장,1.3333333333333333,인천
179,e001375,왕산해수욕장,4.666666666666667,인천
180,e001393,신포국제시장,4.333333333333333,인천
181,e001393,월미문화의 거리,5.0,인천
182,e001393,한중문화관,5.0,인천
183,e001393,대불호텔 전시관,5.0,인천
184,e001393,생활사 전시관,5.0,인천
185,e001393,인천개항 박물관,5.0,인천
186,e001393,인천개항장 근대건축전시관,5.0,인천
187,e001393,인천 차이나타운 삼국지 벽화거리,3.6666666666666665,인천
188,e001393,짜장면 박물관,5.0,인천
189,e001393,트릭아트 스토리,5.0,인천
190,e001393,한중 원,3.6666666666666665,인천
191,e001398,오름,5.0,경기
192,e001398,동두천 자연휴양림,5.0,경기
193,e001398,동두천 치유센터,5.0,경기
194,e001398,놀자 숲,5.0,경기
195,e001401,스타필드 코엑스몰,3.3333333333333335,
196,e001401,동대문디자인플라자,3.6666666666666665,
197,e001401,아스가르드 시어터,3.6666666666666665,
198,e001431,민머루해수욕장,4.0,인천
199,e001431,강화나 덜길 11코스(석모도 바람길),3.6666666666666665,인천
200,e001431,신소당,3.0,인천
201,e001431,민머루해수욕장,4.0,인천
202,e001438,용인 동백지구 호수 공원,5.0,경기
203,e001438,블루 키라 붐 아울렛,5.0,경기
204,e001443,아이파크몰 용산점,4.0,서울
205,e001443,큐씨어터,5.0,서울
206,e001443,제주위트시장바,2.6666666666666665,
207,e001443,쌈지길,5.0,서울
208,e001443,서울숲,5.0,서울
209,e001462,갤러리아백화점 광교점,5.0,경기
210,e001462,아쿠아 플라넷 광교,4.0,경기
211,e001462,아쿠아 가든 갤러리아 광교점,3.0,경기
212,e001462,에버랜드,5.0,경기
213,e001462,호암미술관,5.0,경기
214,e001481,일산 호수공원,4.0,경기
215,e001481,일산 호수공원,4.666666666666667,경기
216,e001481,이케아 고양점,4.0,경기
217,e001481,김포 장릉,5.0,경기
218,e001481,수산공원,3.0,경기
219,e001481,김포 문수산성,3.6666666666666665,경기
220,e001481,김포국제조각 공원,5.0,경기
221,e001481,한강 신도시 호수 공원,5.0,경기
222,e001511,대부바다 향기테마파크,5.0,경기
223,e001531,초지진,4.0,인천
224,e001531,덕진진,4.333333333333333,인천
225,e001531,마니산,5.0,인천
226,e001946,찬 우물,5.0,인천
227,e001946,강화 광성보,5.0,인천
228,e001946,전등사,5.0,인천
229,e001954,대룡시장,4.666666666666667,인천
230,e001954,전등사,4.333333333333333,인천
231,e002041,파라다이스 시티 씨메르,4.0,인천
232,e002041,영종진공원,4.0,인천
233,e002043,을왕리 해수욕장,4.666666666666667,인천
234,e002091,롯데마트 영종도점,4.0,인천
235,e002091,휠 프렌즈,3.6666666666666665,인천
236,e002091,배미꾸미 조각 공원,2.3333333333333335,인천
237,e002091,수기 해변,3.6666666666666665,인천
238,e002094,동막해수욕장,5.0,인천
239,e002094,마호가니 강화점,4.666666666666667,인천
240,e002094,전등사,3.6666666666666665,인천
241,e002094,교동 대룡시장,4.666666666666667,인천
242,e002129,방아머리 해변,5.0,경기
243,e002129,빈 솔트,5.0,경기
244,e002129,종이 미술관,5.0,경기
245,e002153,동막해수욕장,1.3333333333333333,인천
246,e002153,옥토끼우주센터,3.6666666666666665,인천
247,e002153,강화 자연사박물관,4.333333333333333,인천
248,e002155,인천 차이나타운,4.666666666666667,
249,e002155,신포국제시장,4.333333333333333,인천
250,e002155,대전 집,5.0,인천
251,e002155,함박마을,5.0,인천
252,e002223,청계산,4.333333333333333,
253,e002223,청계사,5.0,경기
254,e002223,청계산 맑은 숲공원,3.6666666666666665,경기
255,e002261,파라다이스 시티 원더 박스,3.0,인천
256,e002261,카페 림,5.0,인천
257,e002274,뻘 다방,5.0,인천
258,e002274,불란서 찐빵 대부도 본점,4.0,경기
259,e002274,방아머리 해변,4.0,경기
260,e002274,동춘서커스 상설공연장,3.6666666666666665,경기
261,e002280,양평어린이 건강 놀이터,5.0,경기
262,e002280,용문 천년 시장,5.0,경기
263,e002280,용문사,5.0,경기
264,e002280,구름 정원 제빵소,4.0,경기
265,e002294,현대 프리미엄 아울렛 김포점,5.0,경기
266,e002294,왕과 탕후루,5.0,경기
267,e002294,현대 프리미엄 아울렛 김포점,5.0,경기
268,e002295,데미안,5.0,서울
269,e002295,광장시장,5.0,서울
270,e002295,종묘,5.0,서울
271,e002295,종로 3가 포장마차 거리,5.0,
272,e002299,아베 니체 거리,5.0,
273,e002299,현대 프리미엄 아울렛 김포점,5.0,경기
274,e002369,누림 축산,3.6666666666666665,서울
275,e002369,소무의도,4.333333333333333,인천
276,e002424,왕산해수욕장,5.0,인천
277,e002424,왕산해수욕장,5.0,인천
278,e002430,경안 근린공원,3.3333333333333335,경기
279,e002430,에버랜드,3.0,경기
280,e002430,에버랜드 (동물 구경),4.666666666666667,
281,e002430,에버랜드 (라운지 랩 카페),3.3333333333333335,
282,e002430,에버랜드 판다 월드,4.333333333333333,경기
283,e002430,에버랜드,5.0,경기
284,e002430,에버랜드 매직 인 더 스카이,5.0,
285,e002435,광화문광장,5.0,서울
286,e002435,경복궁,5.0,서울
287,e002435,인사동 거리,4.0,서울
288,e002438,오산리최자실기념금식기도원,3.6666666666666665,경기
289,e002438,해브 펀 카페 베이커리,3.6666666666666665,경기
290,e002439,롯데백화점 잠실점,4.333333333333333,서울
291,e002439,롯데월드타워 롯데월드몰,5.0,서울
292,e002439,한성백제 박물관,4.333333333333333,서울
293,e002442,응봉산 팔각정,5.0,서울
294,e002442,노들섬,5.0,서울
295,e002444,일월 수목원,4.0,경기
296,e002444,행리단길,1.3333333333333333,경기
297,e002447,북촌 한옥마을,3.6666666666666665,서울
298,e002447,열린 송현 녹지 광장,5.0,서울
299,e002447,봄날 아트홀,5.0,서울
300,e002447,반포 한강공원,5.0,서울
301,e002448,광명동굴,4.333333333333333,경기
302,e002448,AK플라자 광명,3.6666666666666665,경기
303,e002448,이케아 광명점,5.0,경기
304,e002458,삼보 식당,3.6666666666666665,인천
305,e002458,보문사,5.0,인천
306,e002458,동막해수욕장,3.6666666666666665,인천
307,e002466,방아머리 해변,4.0,경기
308,e002468,스머프 매직 포레스트,2.0,서울
309,e002468,강남역 지하상가,2.6666666666666665,서울
310,e002468,에잇 세컨즈 강남대로점,2.6666666666666665,서울
311,e002473,대명항 수산물 직판장,4.333333333333333,경기
312,e002473,강화 남부농협 하나로마트 본점,4.0,인천
313,e002473,전등사,5.0,인천
314,e002474,신주쿠 카레 부평역사점,4.333333333333333,인천
315,e002474,롯데월드타워 롯데월드몰,4.666666666666667,서울
316,e002474,리얼즈 전시관,4.666666666666667,
317,e002474,롯데월드타워 롯데월드몰,2.3333333333333335,서울
318,e002474,롯데월드타워 롯데월드몰,5.0,서울
319,e002486,동춘서커스 상설공연장,4.333333333333333,경기
320,e002487,온 지 드롬,5.0,서울
321,e002487,덕수궁,5.0,서울
322,e002496,경복궁,4.333333333333333,
323,e002496,청와대 본관,3.6666666666666665,서울
324,e002496,인사동 거리 경인 갤러리,4.0,
325,e002496,청계천 산책로,4.0,
326,e002496,창덕궁. 후원,4.333333333333333,
327,e002496,과천 마이 알레,5.0,
328,e002499,영흥도 하늘 고래공원 전망대,3.0,인천
329,e002509,쌀 꾸지 선착장,4.666666666666667,인천
330,e002509,뒷장술해수욕장,4.666666666666667,인천
331,e002509,쌀 꾸지 선착장,5.0,인천
332,e002543,용궁사,3.3333333333333335,인천
333,e002543,백운산,4.0,인천
334,e002545,국립민속박물관,4.333333333333333,서울
335,e002545,덕수궁,3.6666666666666665,서울
336,e002545,아이파크몰 용산점,4.0,서울
337,e002562,오레오 팝업스토어,3.6666666666666665,서울
338,e002562,모나미 스토어 성수점,3.3333333333333335,서울
339,e002562,신사 하우스,3.3333333333333335,서울
340,e002562,정샘물 플롭스,2.3333333333333335,서울
341,e002562,국립고궁박물관,3.3333333333333335,서울
342,e002562,광화문광장,3.3333333333333335,서울
343,e002588,롯데백화점 잠실점,5.0,서울
344,e002588,롯데백화점 잠실점,5.0,서울
345,e002588,롯데백화점 잠실점,5.0,서울
346,e002588,롯데백화점 잠실점,5.0,서울
347,e002612,파라다이스 시티 원더 박스,5.0,인천
348,e002612,파라다이스 시티 원더 박스,5.0,인천
349,e002614,을왕리 해수욕장,4.666666666666667,인천
350,e002614,을왕리 해수욕장,5.0,인천
351,e002614,인천 차이나타운,3.0,인천
352,e002614,송도센트럴파크,4.0,인천
353,e002618,민머루해수욕장,5.0,인천
354,e002618,강화도 외포항 젓갈수산시장,5.0,인천
355,e002624,NC 큐브 커넬워크 봄동,5.0,인천
356,e002624,트리플 스트리트,4.0,인천
357,e002624,현대 프리미엄 아울렛 송도점,5.0,인천
358,e002624,송도 타임스페이스,5.0,인천
359,e002624,송도센트럴파크,5.0,인천
360,e002639,에델바이스 스위스 테마파크,2.3333333333333335,경기
361,e002639,더 커피 16,4.0,경기
362,e002642,광교호수공원 프라이부르크 전망대,5.0,경기
363,e002642,광교호수공원 프라이부르크 전망대,4.0,경기
364,e002642,에버랜드,5.0,경기
365,e002661,화성시 우리 꽃식물원,4.0,경기
366,e002661,더 포레 베이커리,3.6666666666666665,경기
367,e002661,화성시 역사박물관,4.0,경기
368,e002667,강화 부근리 고인돌,3.6666666666666665,인천
369,e002667,어나더 153주변 산책길,4.0,
370,e002667,동막해수욕장,3.0,
371,e002675,십리포해수욕장,5.0,인천
372,e002680,강화 루지,4.0,인천
373,e002680,현대 프리미엄 아울렛 송도점,4.0,인천
374,e002680,송도센트럴파크,2.6666666666666665,인천
375,e002682,수원 화성,4.0,경기
376,e002682,방화수류정,4.0,경기
377,e002682,북수원 온천,4.666666666666667,경기
378,e002686,에버랜드,4.666666666666667,경기
379,e002687,전곡항 마리나,4.0,경기
380,e002688,동대문디자인플라자,2.6666666666666665,서울
381,e002688,동화시장,2.3333333333333335,서울
382,e002688,동대문종합시장 액세서리 부자재 시장,4.333333333333333,서울
383,e002693,인천 차이나타운,4.0,인천
384,e002693,삼국지 벽화거리,3.3333333333333335,인천
385,e002693,월미도,5.0,인천
386,e002693,월미도,4.666666666666667,인천
387,e002693,현대 프리미엄 아울렛 송도점,4.0,인천
388,e002695,아침고요 수목원,4.333333333333333,경기
389,e002695,국립 운악산 자연휴양림,1.6666666666666667,경기
390,e002695,포천아트밸리,3.6666666666666665,경기
391,e002696,포천 5일장,4.0,경기
392,e002696,국립수목원,4.0,경기
393,e002703,전등사,5.0,인천
394,e002703,고려산,5.0,인천
395,e002703,강화 부근리 지석묘,5.0,인천
396,e002703,김포 장릉,5.0,경기
397,e002703,서울 웨이브 아트센터,5.0,서울
398,e002723,물향기 수목원,5.0,경기
399,e002731,파라다이스 시티 씨메르,5.0,인천
400,e002731,파라다이스 시티 씨메르,5.0,인천
401,e002731,트리플 스트리트,3.0,인천
402,e002734,구읍뱃터,4.666666666666667,인천
403,e002734,구읍공원,4.666666666666667,인천
404,e002734,진로마트 하늘도시점,5.0,인천
405,e002734,옛날 통닭 하늘도시점,5.0,
406,e002734,송산공원,5.0,인천
407,e002734,현대 프리미엄 아울렛 송도점,5.0,인천
408,e002761,국화저수지,5.0,인천
409,e002761,해든 뮤지엄,5.0,인천
410,e002772,트리플 스트리트,5.0,인천
411,e002772,현대 프리미엄 아울렛 송도점,5.0,인천
412,e002772,송도센트럴파크,5.0,인천
413,e002772,보문사,5.0,인천
414,e002791,충렬서원,2.3333333333333335,경기
415,e002791,에버랜드,5.0,경기
416,e002791,엑스 클라임 건대점,4.0,서울
417,e002791,장충단공원,3.3333333333333335,
418,e002795,이마트 검단점,3.0,인천
419,e002796,십리포해수욕장,4.0,인천
420,e002797,트리플 스트리트,4.0,인천
421,e002797,해돋이공원,5.0,인천
422,e002797,현대 프리미엄 아울렛 송도점,4.0,인천
423,e002806,두물머리,5.0,경기
424,e002807,서현 추모공원,5.0,경기
425,e002807,조인 폴리아 파주 농장,3.6666666666666665,경기
426,e002807,이케아 고양점,4.0,경기
427,e002914,신포국제시장,5.0,인천
428,e002914,청라 호수 공원,5.0,인천
429,e002914,왕산해수욕장,5.0,인천
430,e002919,피크닉,4.333333333333333,서울
431,e002919,신세계백화점 본점,4.0,서울
432,e002929,고성산,4.333333333333333,경기
433,e002930,우드 패커,5.0,경기
434,e002930,화담숲,4.666666666666667,경기
435,e002930,경안시장,1.6666666666666667,경기
436,e002930,이마트 경기 광주점,2.0,경기
437,e002930,율봄식물원,4.333333333333333,경기
438,e002930,위 베이크,3.6666666666666665,경기
439,e002941,헤이리 예술마을,4.0,경기
440,e002941,한국 근현대사 박물관,5.0,경기
441,e002946,덕소 자연사박물관,3.3333333333333335,경기
442,e002947,파라다이스 시티 씨메르,4.333333333333333,인천
443,e002947,파라다이스 시티 원더 박스,5.0,인천
444,e002947,파라다이스 시티 원더 박스,5.0,인천
445,e002947,파라다이스 시티 씨메르,4.0,인천
446,e002948,계곡,4.666666666666667,
447,e002948,이상인 미술관 주차장,3.0,강원특별자치도
448,e002954,가평 레일파크,5.0,경기
449,e002954,자라섬 꽃 테마공원,4.0,경기
450,e002954,춘천막국수 체험 박물관,5.0,강원
451,e002954,카페 감자밭 본점,5.0,강원
452,e002955,잠실종합운동장 올림픽 주경기장,5.0,서울
453,e002961,파라다이스 시티 씨메르,4.333333333333333,인천
454,e002961,아시안 해변,2.6666666666666665,인천
455,e002961,스퀘어 원,4.333333333333333,인천
456,e002966,중구농협 하나로마트 본점,3.0,인천
457,e002966,무의도 해상관광 탐방로,4.0,인천
458,e002966,인천종합어시장,2.3333333333333335,인천
459,e002971,니시코리 스튜디오,2.0,
460,e002983,브루다 양주,4.333333333333333,경기
461,e002988,창경궁,4.0,서울
462,e002988,서울시립미술관 서소문 본관,3.3333333333333335,서울
463,e002988,덕수궁,4.0,서울
464,e002988,덕수궁,4.0,서울
465,e002988,푸른 수목원,4.0,서울
466,e002990,오늘 와인 한 잔 김포 구래점,3.0,경기
467,e002990,나비공원,3.0,경기
468,e002994,국립유명산자연휴양림 산림복합체험센터,4.0,경기
469,e002995,현대모터 스튜디오 서울,4.333333333333333,서울
470,e002995,서울대학교 관악캠퍼스,3.0,서울
471,e002995,전쟁기념관,4.333333333333333,서울
472,e002995,아이파크몰 용산점,3.0,서울
473,e003005,전곡항 마리나,5.0,경기
474,e003005,송산 공룡알 화석지,5.0,경기
475,e003005,용주사,5.0,경기
476,e003005,송산그린시티 전망대,3.0,경기
477,e003012,에버랜드,5.0,경기
478,e003026,동양 염전 베이커리 카페,3.6666666666666665,인천
479,e003028,에프에푸,4.0,
480,e003028,한강공원,4.333333333333333,
481,e003028,낙원악기상가,3.3333333333333335,서울
482,e003028,석촌호수 산책길,4.0,서울
483,e003028,잠실종합운동장 올림픽 주경기장,5.0,서울
484,e003046,광화문,5.0,서울
485,e003046,을지로 노가리 골목,3.6666666666666665,서울
486,e003046,독주 스튜디오,3.0,서울
487,e003046,종로 포차,4.0,서울
488,e003046,서울특별시청,5.0,서울
489,e003046,덕수궁,5.0,서울
490,e003046,덕수궁,5.0,서울
491,e003046,이태원 거리,5.0,서울
492,e003047,화개 정원,3.3333333333333335,인천
493,e003047,화개 정원,4.0,인천
494,e003047,순자네 밴댕이 집,3.0,인천
495,e003047,보문사,3.0,인천
496,e003048,바다 향기수목원,4.0,경기
497,e003053,구둔역 (폐역),3.0,경기
498,e003053,AK플라자 금정,3.6666666666666665,경기
499,e003075,자라섬 꽃 테마공원,3.0,경기
500,e003091,AK플라자 수원,5.0,경기
501,e003091,파라다이스 시티 씨메르,5.0,인천
502,e003091,파라다이스 시티 원더 박스,5.0,인천
503,e003091,파라다이스 시티 씨메르,5.0,인천
504,e003093,킨텍스 제2전시장 7홀,4.333333333333333,경기
505,e003093,스타필드 고양,5.0,경기
506,e003136,마트 킹 북수원점,5.0,경기
507,e003166,잠실종합운동장,4.333333333333333,서울
508,e003168,예술의전당 한가람미술관,4.333333333333333,서울
509,e003168,서울국제도서전,4.0,서울
510,e003169,소찬공원,4.333333333333333,인천
511,e003169,현대 프리미엄 아울렛 송도점,5.0,인천
512,e003169,송도 달빛축제공원,5.0,인천
513,e003169,랜드마크시티 1호 수변공원,5.0,인천
514,e003183,비바 무역,3.0,경기
515,e003183,실학박물관,4.666666666666667,경기
516,e003183,다산 생태공원,5.0,경기
517,e003192,배곧 생명공원,4.0,경기
518,e003192,오이도,3.0,경기
519,e003195,말똥 도넛 파주점,5.0,경기
520,e003195,헤이리 예술마을,4.0,경기
521,e003215,자라섬 꽃 피스타,3.3333333333333335,
522,e003215,남이섬,3.3333333333333335,강원특별자치도
523,e003216,장흥 폭포수 식당,5.0,경기
524,e003224,파주 프리미엄 아울렛,5.0,경기
525,e003224,금촌 빨간 지붕,5.0,
526,e003224,헤이리 예술마을,5.0,경기
527,e003234,선재 어촌체험마을,3.6666666666666665,인천
528,e003234,목섬(항도),5.0,인천
529,e003234,목섬(항도),5.0,인천
530,e003234,목섬(항도),4.0,인천
531,e003244,송도센트럴파크,5.0,인천
532,e003244,롯데마트 송도점,5.0,인천
533,e003244,쉐라톤 그랜드 인천 호텔 수영장,5.0,
534,e003244,송도센트럴파크,3.0,인천
535,e003244,송도 한옥마을,3.0,인천
536,e003244,현대 프리미엄 아울렛 송도점,4.666666666666667,인천
537,e003254,뉴코아 아울렛 부천점,3.6666666666666665,경기
538,e003254,구읍뱃터,4.0,인천
539,e003254,오션 솔레 뷰 호텔 인근 산책로 발굴,4.0,인천
540,e003284,발리다,5.0,경기
541,e003284,옹진농협 하나로마트 영흥점,4.333333333333333,인천
542,e003310,영종대교 휴게소,3.0,인천
543,e003310,인천국제공항 하늘정원,4.0,인천
544,e003310,을왕리 해수욕장,4.0,인천
545,e003310,나루터 공원,2.3333333333333335,인천
546,e003310,갯벌공원 운남동,3.0,
547,e003310,쏠마레,5.0,인천
548,e003310,씨사이드 파크,3.6666666666666665,인천
549,e003313,승봉도 선착장,4.0,
550,e003313,승봉도 이 일레 해변 캠핑장,4.333333333333333,인천
551,e003313,남대문바위,2.3333333333333335,
552,e003313,현대 프리미엄 아울렛 김포점,4.0,경기
553,e003385,거잠포 선착장,2.6666666666666665,인천
554,e003385,아시안 해변,3.6666666666666665,인천
555,e003385,네스트 호텔 더 스트란 크 인피니티 풀,5.0,
556,e003395,망원한강공원,5.0,서울
557,e003397,멍 때림 채플,4.333333333333333,인천
558,e003397,보문사,4.0,인천
559,e003397,스페인 마을,3.0,인천
560,e003397,뒷장술해수욕장,4.0,인천
561,e003397,초지진,3.0,인천
562,e003399,을왕리 해수욕장,4.0,인천
563,e003399,선녀바위 둘레길,5.0,
564,e003399,동양 염전 베이커리 카페,4.0,인천
565,e003403,용흥궁,4.0,인천
566,e003403,강화성당,5.0,인천
567,e003403,고려궁지,5.0,인천
568,e003403,조양 방직,5.0,인천
569,e003403,연미정,5.0,인천
570,e003403,평화 전망대,4.0,인천
571,e003403,대룡시장,5.0,인천
572,e003403,보문사,5.0,인천
573,e003403,석모도 칠면초 군락지,5.0,인천
574,e003403,동막해수욕장,5.0,인천
575,e003403,롯데몰 김포공항점,3.0,서울
576,e003448,인천 차이나타운,4.0,인천
577,e003450,동막해수욕장,5.0,인천
